date,region,state_po,candidate,party,voteshare,ev
11/8/1892,New Hampshire,NH,Bidwell,independent,1.451936101,
11/8/1892,New Hampshire,NH,Other,independent,0,
11/8/1892,New Jersey,NJ,Cleveland,democrat,50.66775664,
11/8/1892,New Jersey,NJ,Harrison,republican,46.23529795,
11/8/1892,New Jersey,NJ,Weaver,independent,0.291745527,
11/8/1892,New Jersey,NJ,Bidwell,independent,2.409196056,
11/8/1892,New Jersey,NJ,Other,independent,0.396003827,
11/8/1892,New York,NY,Cleveland,democrat,48.98798842,
11/8/1892,New York,NY,Harrison,republican,45.58297358,
11/8/1892,New York,NY,Weaver,independent,1.228986088,
11/8/1892,New York,NY,Bidwell,independent,2.856837222,
11/8/1892,New York,NY,Other,independent,1.343214694,
11/8/1892,North Carolina,NC,Cleveland,democrat,47.43675741,
11/8/1892,North Carolina,NC,Harrison,republican,35.8033325,
11/8/1892,North Carolina,NC,Weaver,independent,15.81903165,
11/8/1892,North Carolina,NC,Bidwell,independent,0.940878439,
11/8/1892,North Carolina,NC,Other,independent,0,
11/8/1892,North Dakota,ND,Cleveland,democrat,0,1
11/8/1892,North Dakota,ND,Harrison,republican,48.5049006,1
11/8/1892,North Dakota,ND,Weaver,independent,49.00603577,1
11/8/1892,North Dakota,ND,Bidwell,independent,2.489063625,
11/8/1892,North Dakota,ND,Other,independent,0,
11/8/1892,Ohio,OH,Cleveland,democrat,47.53376995,1
11/8/1892,Ohio,OH,Harrison,republican,47.65986327,22
11/8/1892,Ohio,OH,Weaver,independent,1.746721809,
11/8/1892,Ohio,OH,Bidwell,independent,3.059644963,
11/8/1892,Ohio,OH,Other,independent,0,
11/8/1892,Oregon,OR,Cleveland,democrat,18.14602948,
11/8/1892,Oregon,OR,Harrison,republican,44.59364768,3
11/8/1892,Oregon,OR,Weaver,independent,34.35425718,1
11/8/1892,Oregon,OR,Bidwell,independent,2.906065664,
11/8/1892,Oregon,OR,Other,independent,0,
11/8/1892,Pennsylvania,PA,Cleveland,democrat,45.09067706,
11/8/1892,Pennsylvania,PA,Harrison,republican,51.4462468,
11/8/1892,Pennsylvania,PA,Weaver,independent,0.868784957,
11/8/1892,Pennsylvania,PA,Bidwell,independent,2.50476067,
11/8/1892,Pennsylvania,PA,Other,independent,0.089530513,
11/8/1892,Rhode Island,RI,Cleveland,democrat,45.74780059,
11/8/1892,Rhode Island,RI,Harrison,republican,50.7086999,
11/8/1892,Rhode Island,RI,Weaver,independent,0.428603654,
11/8/1892,Rhode Island,RI,Bidwell,independent,3.109256335,
11/8/1892,Rhode Island,RI,Other,independent,0.005639522,
11/8/1892,South Carolina,SC,Cleveland,democrat,77.55588335,
11/8/1892,South Carolina,SC,Harrison,republican,18.92800408,
11/8/1892,South Carolina,SC,Weaver,independent,3.413990696,
11/8/1892,South Carolina,SC,Bidwell,independent,0,
11/8/1892,South Carolina,SC,Other,independent,0.102121865,
11/8/1892,South Dakota,SD,Cleveland,democrat,12.87847631,
11/8/1892,South Dakota,SD,Harrison,republican,49.47740133,
11/8/1892,South Dakota,SD,Weaver,independent,37.64412236,
11/8/1892,South Dakota,SD,Bidwell,independent,0,
11/8/1892,South Dakota,SD,Other,independent,0,
11/8/1892,Tennessee,TN,Cleveland,democrat,51.35550103,
11/8/1892,Tennessee,TN,Harrison,republican,37.83398311,
11/8/1892,Tennessee,TN,Weaver,independent,9.000797796,
11/8/1892,Tennessee,TN,Bidwell,independent,1.809718062,
11/8/1892,Tennessee,TN,Other,independent,0,
11/8/1892,Texas,TX,Cleveland,democrat,56.6506769,
11/8/1892,Texas,TX,Harrison,republican,19.22183136,
11/8/1892,Texas,TX,Weaver,independent,23.61463478,
11/8/1892,Texas,TX,Bidwell,independent,0.512856957,
11/8/1892,Texas,TX,Other,independent,0,
11/8/1892,Vermont,VT,Cleveland,democrat,29.25836978,
11/8/1892,Vermont,VT,Harrison,republican,68.09090257,
11/8/1892,Vermont,VT,Weaver,independent,0.0788587,
11/8/1892,Vermont,VT,Bidwell,independent,2.552154276,
11/8/1892,Vermont,VT,Other,independent,0.019714675,
11/8/1892,Virginia,VA,Cleveland,democrat,56.16518044,
11/8/1892,Virginia,VA,Harrison,republican,38.7006481,
11/8/1892,Virginia,VA,Weaver,independent,4.200343556,
11/8/1892,Virginia,VA,Bidwell,independent,0.933827907,
11/8/1892,Virginia,VA,Other,independent,0,
11/8/1892,Washington,WA,Cleveland,democrat,33.87784333,
11/8/1892,Washington,WA,Harrison,republican,41.44641862,
11/8/1892,Washington,WA,Weaver,independent,21.78608373,
11/8/1892,Washington,WA,Bidwell,independent,2.88965431,
11/8/1892,Washington,WA,Other,independent,0,
11/8/1892,West Virginia,WV,Cleveland,democrat,49.37309664,
11/8/1892,West Virginia,WV,Harrison,republican,46.9327036,
11/8/1892,West Virginia,WV,Weaver,independent,2.435716833,
11/8/1892,West Virginia,WV,Bidwell,independent,1.258482923,
11/8/1892,West Virginia,WV,Other,independent,0,
11/8/1892,Wisconsin,WI,Cleveland,democrat,47.72176188,
11/8/1892,Wisconsin,WI,Harrison,republican,46.04675697,
11/8/1892,Wisconsin,WI,Weaver,independent,2.69631655,
11/8/1892,Wisconsin,WI,Bidwell,independent,3.535164607,
11/8/1892,Wisconsin,WI,Other,independent,0,
11/8/1892,Wyoming,WY,Cleveland,democrat,0,
11/8/1892,Wyoming,WY,Harrison,republican,50.51688079,
11/8/1892,Wyoming,WY,Weaver,independent,46.14281446,
11/8/1892,Wyoming,WY,Bidwell,independent,3.167015238,
11/8/1892,Wyoming,WY,Other,independent,0.173289513,
11/8/1892,National Popular Vote,NPV,Harrison,republican,43.01282223,
11/8/1892,National Popular Vote,NPV,Cleveland,democrat,46.02159077,
11/8/1892,National Popular Vote,NPV,Weaver,independent,8.506734365,
11/8/1892,National Popular Vote,NPV,Bidwell,independent,2.24468341,
11/3/1896,Alabama,AL,McKinley,republican,28.611882,
11/3/1896,Alabama,AL,Bryan,democrat,66.96371672,
11/3/1896,Alabama,AL,Other,independent,4.424401275,
11/3/1896,Arkansas,AR,McKinley,republican,25.11734417,
11/3/1896,Arkansas,AR,Bryan,democrat,73.72294053,
11/3/1896,Arkansas,AR,Other,independent,1.159715294,
11/3/1896,California,CA,McKinley,republican,49.1550471,8
11/3/1896,California,CA,Bryan,democrat,48.51098623,1
11/3/1896,California,CA,Other,independent,2.333966671,
11/3/1896,Colorado,CO,McKinley,republican,13.86047199,
11/3/1896,Colorado,CO,Bryan,democrat,84.94557848,
11/3/1896,Colorado,CO,Other,independent,1.19394953,
11/3/1896,Connecticut,CT,McKinley,republican,63.2404381,
11/3/1896,Connecticut,CT,Bryan,democrat,32.53626928,
11/3/1896,Connecticut,CT,Other,independent,4.22329262,
11/3/1896,Delaware,DE,McKinley,republican,53.17765758,
11/3/1896,Delaware,DE,Bryan,democrat,43.0986062,
11/3/1896,Delaware,DE,Other,independent,3.723736218,
11/3/1896,Florida,FL,McKinley,republican,24.30304595,
11/3/1896,Florida,FL,Bryan,democrat,70.46119429,
11/3/1896,Florida,FL,Other,independent,5.235759766,
11/3/1896,Georgia,GA,McKinley,republican,36.55526834,
11/3/1896,Georgia,GA,Bryan,democrat,57.78249631,
11/3/1896,Georgia,GA,Other,independent,5.662235352,
11/3/1896,Idaho,ID,McKinley,republican,21.31595827,
11/3/1896,Idaho,ID,Bryan,democrat,78.10337261,
11/3/1896,Idaho,ID,Other,independent,0.58066912,
11/3/1896,Illinois,IL,McKinley,republican,55.65562868,
11/3/1896,Illinois,IL,Bryan,democrat,42.68276026,
11/3/1896,Illinois,IL,Other,independent,1.661611064,
11/3/1896,Indiana,IN,McKinley,republican,50.8153108,
11/3/1896,Indiana,IN,Bryan,democrat,47.96168377,
11/3/1896,Indiana,IN,Other,independent,1.223005435,
11/3/1896,Iowa,IA,McKinley,republican,55.46825118,
11/3/1896,Iowa,IA,Bryan,democrat,42.8994894,
11/3/1896,Iowa,IA,Other,independent,1.632259413,
11/3/1896,Kansas,KS,McKinley,republican,47.63007888,
11/3/1896,Kansas,KS,Bryan,democrat,51.31565968,
11/3/1896,Kansas,KS,Other,independent,1.054261434,
11/3/1896,Kentucky,KY,McKinley,republican,48.92516281,12
11/3/1896,Kentucky,KY,Bryan,democrat,48.86304516,1
11/3/1896,Kentucky,KY,Other,independent,2.211792038,
11/3/1896,Louisiana,LA,McKinley,republican,21.80887912,
11/3/1896,Louisiana,LA,Bryan,democrat,76.37610593,
11/3/1896,Louisiana,LA,Other,independent,1.815014944,
11/3/1896,Maine,ME,McKinley,republican,67.89704355,
11/3/1896,Maine,ME,Bryan,democrat,29.20730626,
11/3/1896,Maine,ME,Other,independent,2.895650191,
11/3/1896,Maryland,MD,McKinley,republican,54.72908983,
11/3/1896,Maryland,MD,Bryan,democrat,41.61854793,
11/3/1896,Maryland,MD,Other,independent,3.652362247,
11/3/1896,Massachusetts,MA,McKinley,republican,69.47167105,
11/3/1896,Massachusetts,MA,Bryan,democrat,26.32455773,
11/3/1896,Massachusetts,MA,Other,independent,4.203771217,
11/3/1896,Michigan,MI,McKinley,republican,53.76540777,
11/3/1896,Michigan,MI,Bryan,democrat,43.47003675,
11/3/1896,Michigan,MI,Other,independent,2.764555477,
11/3/1896,Minnesota,MN,McKinley,republican,56.61922625,
11/3/1896,Minnesota,MN,Bryan,democrat,40.88664041,
11/3/1896,Minnesota,MN,Other,independent,2.494133344,
11/3/1896,Mississippi,MS,McKinley,republican,6.924746016,
11/3/1896,Mississippi,MS,Bryan,democrat,91.03907114,
11/3/1896,Mississippi,MS,Other,independent,2.03618284,
11/3/1896,Missouri,MO,McKinley,republican,45.24963422,
11/3/1896,Missouri,MO,Bryan,democrat,53.96405433,
11/3/1896,Missouri,MO,Other,independent,0.786311444,
11/3/1896,Montana,MT,McKinley,republican,19.7056066,
11/3/1896,Montana,MT,Bryan,democrat,79.93249578,
11/3/1896,Montana,MT,Other,independent,0.361897619,
11/3/1896,Nebraska,NE,McKinley,republican,46.17935138,
11/3/1896,Nebraska,NE,Bryan,democrat,51.53058938,
11/3/1896,Nebraska,NE,Other,independent,2.290059234,
11/3/1896,Nevada,NV,McKinley,republican,18.78999418,
11/3/1896,Nevada,NV,Bryan,democrat,81.21000582,
11/3/1896,Nevada,NV,Other,independent,0,
11/3/1896,New Hampshire,NH,McKinley,republican,68.65543205,
11/3/1896,New Hampshire,NH,Bryan,democrat,25.87546313,
11/3/1896,New Hampshire,NH,Other,independent,5.469104817,
11/3/1896,New Jersey,NJ,McKinley,republican,59.67899658,
11/3/1896,New Jersey,NJ,Bryan,democrat,36.0159047,
11/3/1896,New Jersey,NJ,Other,independent,4.305098717,
11/3/1896,New York,NY,McKinley,republican,57.57790706,
11/3/1896,New York,NY,Bryan,democrat,38.7231051,
11/3/1896,New York,NY,Other,independent,3.698987833,
11/3/1896,North Carolina,NC,McKinley,republican,46.81698693,
11/3/1896,North Carolina,NC,Bryan,democrat,52.63764687,
11/3/1896,North Carolina,NC,Other,independent,0.545366198,
11/3/1896,North Dakota,ND,McKinley,republican,55.56962292,
11/3/1896,North Dakota,ND,Bryan,democrat,43.64963812,
11/3/1896,North Dakota,ND,Other,independent,0.780738959,
11/3/1896,Ohio,OH,McKinley,republican,51.85779285,
11/3/1896,Ohio,OH,Bryan,democrat,47.07673803,
11/3/1896,Ohio,OH,Other,independent,1.065469119,
11/3/1896,Oregon,OR,McKinley,republican,50.07391135,
11/3/1896,Oregon,OR,Bryan,democrat,47.9797565,
11/3/1896,Oregon,OR,Other,independent,1.946332149,
11/3/1896,Pennsylvania,PA,McKinley,republican,60.97851979,
11/3/1896,Pennsylvania,PA,Bryan,democrat,36.27296742,
11/3/1896,Pennsylvania,PA,Other,independent,2.748512796,
11/3/1896,Rhode Island,RI,McKinley,republican,68.3343981,
11/3/1896,Rhode Island,RI,Bryan,democrat,26.39226066,
11/3/1896,Rhode Island,RI,Other,independent,5.273341243,
11/3/1896,South Carolina,SC,McKinley,republican,13.50924019,
11/3/1896,South Carolina,SC,Bryan,democrat,85.2954829,
11/3/1896,South Carolina,SC,Other,independent,1.195276915,
11/3/1896,South Dakota,SD,McKinley,republican,49.47799879,
11/3/1896,South Dakota,SD,Bryan,democrat,49.69861362,
11/3/1896,South Dakota,SD,Other,independent,0.823387583,
11/3/1896,Tennessee,TN,McKinley,republican,46.33269243,
11/3/1896,Tennessee,TN,Bryan,democrat,52.09300007,
11/3/1896,Tennessee,TN,Other,independent,1.574307501,
11/3/1896,Texas,TX,McKinley,republican,30.74968887,
11/3/1896,Texas,TX,Bryan,democrat,67.99624073,
11/3/1896,Texas,TX,Other,independent,1.254070406,
11/3/1896,Utah,UT,McKinley,republican,17.26980632,
11/3/1896,Utah,UT,Bryan,democrat,82.70331161,
11/3/1896,Utah,UT,Other,independent,0.026882065,
11/3/1896,Vermont,VT,McKinley,republican,80.07737247,
11/3/1896,Vermont,VT,Bryan,democrat,16.66483938,
11/3/1896,Vermont,VT,Other,independent,3.25778815,
11/3/1896,Virginia,VA,McKinley,republican,45.9419562,
11/3/1896,Virginia,VA,Bryan,democrat,52.50140834,
11/3/1896,Virginia,VA,Other,independent,1.556635468,
11/3/1896,Washington,WA,McKinley,republican,41.83772694,
11/3/1896,Washington,WA,Bryan,democrat,56.96974878,
11/3/1896,Washington,WA,Other,independent,1.192524283,
11/3/1896,West Virginia,WV,McKinley,republican,52.23065371,
11/3/1896,West Virginia,WV,Bryan,democrat,46.82861066,
11/3/1896,West Virginia,WV,Other,independent,0.940735637,
11/3/1896,Wisconsin,WI,McKinley,republican,59.93062276,
11/3/1896,Wisconsin,WI,Bryan,democrat,36.99590308,
11/3/1896,Wisconsin,WI,Other,independent,3.073474159,
11/3/1896,Wyoming,WY,McKinley,republican,47.75270245,
11/3/1896,Wyoming,WY,Bryan,democrat,51.49345723,
11/3/1896,Wyoming,WY,Other,independent,0.753840319,
11/3/1896,National Popular Vote,NPV,McKinley,republican,51.02449487,
11/3/1896,National Popular Vote,NPV,Bryan,democrat,46.71037575,
